"LineDiscount","CustomerUnit","Municipality","County","Country","NoOfEmployees","Potential","AccessoryRatio","NSB","CPLow","Days","TargetDays","NrOfOrder","Software"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,491291","4555,34","0,139320007",18,9999,2,"No"
"No","SMB Small","Bollnäs","Gävleborg","Sweden","1,8","0","0,182411","9523,62","0,066704677",383,9999,1,"No"
"No","SMB Small","Esbjerg","Syddanmark","Denmark","13,4","181436","0,481091","64499,32","0,14381857",46,9999,13,"No"
"Yes","Public","Silkeborg","Midtjylland","Denmark","7816,7","80911139,9","0,235891","58520,4","0,14839321",217,9999,34,"No"
"No","SMB Mid","Ängelholm","Skåne","Sweden","6,5","54535","0,64575","187146,54","0,137702092",245,245,23,"Yes"
"No","SMB Small","Haugesund","Rogaland","Norway","13,4","164552","1","2263,33","0,340878263",238,9999,1,"No"
"No","SMB Mid","Aalborg","Nordjylland","Denmark","81,4","2061862","0,563791","9698,88","0,21624868",200,9999,6,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,3","10907","0","3439","0,092800233",57,9999,1,"No"
"Yes","Corporate","Molde","Møre og Romsdal","Norway","30","0","1","2415,53","0,179587917",482,9999,3,"No"
"No","SMB Small","Århus","Midtjylland","Denmark","1,8","23058","0,131167","141600,19","0,125397996",5,9999,14,"No"
"No","Corporate","Stenungsund","Västra Götaland","Sweden","6,5","0","0,044866","17095","0,07660778",635,9999,6,"No"
"No","SMB Small","Klippan","Skåne","Sweden","1,8","9970,2","1","185","0,551351351",25,9999,1,"No"
"No","SMB Small","Aalborg","Nordjylland","Denmark","1,3","11674","0,3932","5434,96","0,13419602",258,9999,3,"No"
"No","SMB Small","Halmstad","Halland","Sweden","13,4","89512","0,346417","4403,42","0,113545835",288,9999,2,"No"
"Yes","Corporate","Solna","Stockholm","Sweden","1214,7","10977153","0,286355","24508","0,10760364",4,9999,40,"No"
"No","SMB Small","Kungsbacka","Halland","Sweden","1,3","7200,7","1","3201","0,320834114",41,9999,1,"No"
"Yes","SMB Large","København","Hovedstaden","Denmark","3,6","43704","0,259854","25234,91","0,106116487",89,9999,4,"No"
"No","SMB Small","Halmstad","Halland","Sweden","1,3","0","0,056999","15772","0,061396145",708,846,2,"Yes"
"No","SMB Small","Vallentuna","Stockholm","Sweden","1,8","0","0","4711","0,247077054",515,9999,2,"No"
"No","SMB Small","Borås","Västra Götaland","Sweden","-1","0","0,2294","221268","0,127189743",684,708,15,"Yes"
"No","SMB Small","København","Hovedstaden","Denmark","6,5","0","1","1138,28","0,254612222",399,9999,1,"No"
"Yes","SMB Mid","Valdemarsvik","Östergötland","Sweden","137","1607010","0,160406","350234,8","0,108675009",6,9999,67,"No"
"No","SMB Small","Oslo","Oslo","Norway","13,4","0","0","1062,35","0,116618817",453,9999,1,"No"
"No","SMB Small","Värnamo","Jönköping","Sweden","6,5","54535","0,031605","11644,02","0,091209909",202,9999,2,"No"
"No","SMB Small","Århus","Midtjylland","Denmark","13,4","339422","0","1536,51","0,140688964",201,9999,1,"No"
"No","SMB Mid","Solna","Stockholm","Sweden","98","822220","0,23523","472199","0,11844197",4,231,68,"Yes"
"No","SMB Mid","Hillerød","Hovedstaden","Denmark","30","0","0,215607","39969,49","0,139447614",446,9999,12,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","13,4","0","0,05252","7597","0,076673687",712,712,1,"Yes"
"No","SMB Small","Rødovre","Hovedstaden","Denmark","-1","0","0,566606","36030,14","0,091982712",181,9999,1,"No"
"No","SMB Mid","Ski","Akershus","Norway","104,7","792579","0,143828","70474,1","0,161683086",60,9999,11,"No"
"No","SMB Small","Karlstad","Värmland","Sweden","1,8","19602","0,259426","2694,4","0,161041419",28,9999,2,"No"
"No","SMB Small","Lidköping","Västra Götaland","Sweden","1,8","15102","0,19548","100249,33","0,103136949",6,9999,13,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,8","39708","0,02262","32006,2","0,064370341",42,9999,2,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,3","16653","1","1560,59","0,189703894",209,9999,3,"No"
"No","SMB Mid","København","Hovedstaden","Denmark","30","269400","0,169676","66522,16","0,118553877",188,9999,9,"No"
"No","SMB Small","Trelleborg","Skåne","Sweden","6,5","43420","0,298976","21102","0,189840299",239,9999,3,"No"
"Yes","SMB Mid","Albertslund","Hovedstaden","Denmark","94,8","1283592","0,425534","507092,68","0,190278215",1,9999,145,"No"
"Yes","SMB Mid","Ovanåker","Gävleborg","Sweden","30","0","0,166023","27224,04","0,091901496",445,9999,5,"No"
"No","SMB Mid","Göteborg","Västra Götaland","Sweden","1,3","0","0","62823","0,072206835",531,9999,3,"No"
"No","SMB Mid","Vänersborg","Västra Götaland","Sweden","30","311100","0","47404","0,053524597",189,189,2,"Yes"
"No","SMB Small","Århus","Midtjylland","Denmark","13,4","0","0","1422,99","0,042530165",494,9999,1,"No"
"No","SMB Small","Faaborg-Midtfyn","Syddanmark","Denmark","1,8","45594","0,550191","55581,03","0,076401427",331,9999,7,"No"
"No","SMB Small","Falköping","Västra Götaland","Sweden","1,3","8684","0,026901","9256","0,066799914",35,9999,2,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","6,5","58435","0","3867","0,06930437",350,9999,1,"No"
"No","SMB Small","Halmstad","Halland","Sweden","6,5","0","1","3780","0,25221164",543,9999,1,"No"
"Yes","SMB Large","Örnsköldsvik","Västernorrland","Sweden","307","3601110","0,122409","1999923,88","0,121356329",5,418,159,"Yes"
"No","SMB Small","Lempäälä","Pirkanmaa","Finland","1,8","4928,4","0","5122,07","0,054966059",315,9999,2,"No"
"No","SMB Small","Bergen","Hordaland","Norway","-1","12081,33","0","20185,44","0,124924203",125,9999,1,"No"
"No","SMB Small","Åtvidaberg","Östergötland","Sweden","1,3","0","0,025578","6607","0,071675496",692,9999,2,"No"
"No","SMB Small","Arvika","Värmland","Sweden","-1","0","0,069316","243433,6","0,15793966",256,9999,21,"No"
"No","SMB Mid","Frederiksberg","Hovedstaden","Denmark","30","0","1","1487,03","0,262086172",726,9999,1,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","0","0","8477,58","0,097487726",412,412,1,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0","18392","0,212357003",288,9999,3,"No"
"No","SMB Small","Lidköping","Västra Götaland","Sweden","1,8","0","0","1999","0,027143572",709,9999,1,"No"
"No","SMB Small","Rødovre","Hovedstaden","Denmark","1,8","17262","0","24112,24","0,067948892",173,9999,1,"No"
"Yes","SMB Large","Kristiansand","Vest-Agder","Norway","6,5","0","0,169681","15027,88","0,124035459",664,9999,2,"No"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,8","19602","0,00669","17188,2","0,071539195",106,9999,2,"No"
"No","SMB Small","Huddinge","Stockholm","Sweden","1,3","0","0","4368","0,141350733",481,9999,1,"No"
"No","SMB Small","Täby","Stockholm","Sweden","13,4","0","0,539409","5925","0,094374684",663,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","40752","0,050079","32129","0,102938778",278,9999,13,"No"
"No","SMB Small","Härjedalen","Jämtland","Sweden","1,8","12024","0,673708","26925,9","0,190046015",83,9999,10,"No"
"No","SMB Small","Nykvarn","Stockholm","Sweden","1,8","0","0,07531","14593,01","0,086002134",386,9999,3,"No"
"No","SMB Small","Kramfors","Västernorrland","Sweden","1,3","28678","0,012405","16848","0,031140788",287,9999,1,"No"
"No","SMB Mid","Skedsmo","Akershus","Norway","13,4","75040","0,623153","152974,89","0,340838813",28,9999,16,"No"
"No","SMB Small","Huddinge","Stockholm","Sweden","1,3","14157","0","1139","0,09881475",147,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","-1","0","0,041839","28825,01","0,086789215",718,9999,8,"No"
"No","SMB Small","Borås","Västra Götaland","Sweden","-1","0","0","14013,04","0,052241341",190,9999,2,"No"
"No","SMB Small","Kristiansand","Vest-Agder","Norway","13,4","99562","0,899453","30065,3","0,162664267",349,550,12,"Yes"
"No","SMB Mid","Töreboda","Västra Götaland","Sweden","68","797640","0,221097","290828,17","0,129261344",12,9999,44,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","14157","0,331132","8812,19","0,156522953",97,9999,4,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","112426","0,258972","6982,2","0,165327547",63,9999,6,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","-1","0","0,034453","55002","0,142027017",662,662,4,"Yes"
"No","SMB Small","Solna","Stockholm","Sweden","1,3","0","0","1118,4","0,076323319",670,9999,1,"No"
"No","SMB Small","Enköping","Uppsala","Sweden","13,4","145926","0,142068","113762,04","0,125170312",1,9999,15,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19908","0","6229,64","0,025415594",179,9999,2,"No"
"No","SMB Small","Sundbyberg","Stockholm","Sweden","13,4","89512","0,127007","29585,98","0,083241792",138,9999,8,"No"
"No","SMB Small","Partille","Västra Götaland","Sweden","6,5","26136,5","0,045043","6638","0,058983127",328,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","12024","0,168002","3244","0,187845253",218,9999,6,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","53881,4","0,32036","48613,96","0,139479894",139,9999,19,"No"
"No","SMB Small","Vallensbæk","Hovedstaden","Denmark","-1","12467","0","147,64","0,087781089",239,9999,1,"No"
"No","SMB Small","Åsele","Västerbotten","Sweden","13,4","0","0,116977","10190,01","0,06167413",599,1014,2,"Yes"
"No","SMB Small","Strömstad","Västra Götaland","Sweden","1,3","7200,7","0","1675","0,200829851",50,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","1","3984","0,063253012",685,9999,4,"No"
"No","SMB Small","Arjeplog","Norrbotten","Sweden","13,4","0","0","3678","0,239336596",543,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","30","326700","0,442309","9213","0,272260936",67,9999,4,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","40752","1","4819","0,274370201",161,9999,2,"No"
"No","SMB Small","Kolding","Syddanmark","Denmark","1,3","32929","0","12274,45","0,138431457",39,9999,3,"No"
"No","SMB Small","Huddinge","Stockholm","Sweden","1,8","19602","0,245636","13809","0,121466435",295,9999,3,"No"
"Yes","Corporate","Trondheim","Sør-Trøndelag","Norway","30","368400","0,353379","83987,11","0,165035563",21,9999,13,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","19602","0,178328","159604,57","0,097860544",22,137,22,"Yes"
"No","SMB Small","Forsand","Rogaland","Norway","6,5","44525","0,115894","47026","0,107174542",47,9999,7,"No"
"No","SMB Small","Ringsted","Sjælland","Denmark","6,5","62335","0,161793","12594,85","0,044466588",295,9999,1,"No"
"Yes","SMB Small","Oslo","Oslo","Norway","30","205500","0","1871,52","0,276609387",32,9999,2,"No"
"No","SMB Small","Håbo","Uppsala","Sweden","1,8","0","0","2699","0,093012227",557,9999,1,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,3","10907","0","7459","0,06099209",77,9999,1,"No"
"No","SMB Small","Bergen","Hordaland","Norway","1,3","0","0","733,6","0,049645583",665,9999,1,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","30","661800","0,241522","512752,79","0,142307875",12,21,117,"Yes"
"Yes","SMB Small","Stockholm","Stockholm","Sweden","6,5","0","0,42723","5434,51","0,160056748",379,9999,3,"No"
"Yes","Corporate","Oslo","Oslo","Sweden","1500","8400000","1","27645,28","0,371094813",124,9999,2,"No"
"No","SMB Mid","Ringerike","Buskerud","Norway","30","342900","0,100627","17906,52","0,082868698",146,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","0","0,130013","172943","0,100172774",396,862,11,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0","5359","0,175797723",285,9999,1,"No"
"No","SMB Small","Silkeborg","Midtjylland","Denmark","1,8","19656","0,911016","761,49","0,350510184",182,9999,2,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","19602","0","21357","0,113070656",286,9999,1,"No"
"No","SMB Small","Høje-Taastrup","Hovedstaden","Denmark","-1","11674","0,666159","9101,72","0,097404666",216,9999,1,"No"
"No","Corporate","Askersund","Örebro","Sweden","43","360770","0,002574","151468","0,289456255",67,9999,2,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","13,4","138958","0,122541","213113,59","0,102361562",11,9999,46,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","13,4","36689,2","0,280931","4459,8","0,104381362",154,9999,2,"No"
"No","SMB Small","Kalundborg","Sjælland","Denmark","6,5","62335","0,305862","15709,1","0,174001693",172,9999,2,"No"
"No","SMB Mid","Bodø","Nordland","Norway","31,8","708504","0,361102","137861,37","0,196119551",43,208,23,"Yes"
"No","SMB Small","Mariagerfjord","Nordjylland","Denmark","68","920720","0,097037","191019,89","0,117437509",12,330,12,"Yes"
"No","SMB Small","Södertälje","Stockholm","Sweden","1,3","8684","1","1033","0,113852856",36,9999,1,"No"
"No","SMB Small","Aalborg","Nordjylland","Denmark","-1","0","0","613,22","0,155441766",403,9999,1,"No"
"No","SMB Small","Helsingør","Hovedstaden","Denmark","1,8","13824","0","13814,55","0,04399709",239,9999,1,"No"
"No","SMB Small","Finspång","Östergötland","Sweden","30","351900","0,128967","13414,2","0,104846357",28,9999,6,"No"
"No","SMB Small","Helsingborg","Skåne","Sweden","13,4","112426","1","4075","0,260358282",85,9999,5,"No"
"No","SMB Small","Køge","Sjælland","Denmark","1,8","21456","0,395834","331,78","0,25263729",98,9999,1,"No"
"Yes","SMB Mid","Ludvika","Dalarna","Sweden","30","200400","0,215753","90489,12","0,105104238",27,9999,19,"No"
"No","SMB Small","Alingsås","Västra Götaland","Sweden","1,8","19602","0","3314,4","0,101080135",274,9999,1,"No"
"No","SMB Small","Täby","Stockholm","Sweden","1,3","14157","0","20405","0,119722617",55,9999,1,"No"
"No","SMB Small","Alta","Finnmark","Norway","1,3","0","0","6387,66","0,146635857",516,516,1,"Yes"
"No","SMB Small","Oppegård","Akershus","Norway","1,3","13793","0","12128,15","0,078375515",258,258,5,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","10907","0","8159","0,046855007",7,9999,3,"No"
"No","SMB Small","Nykvarn","Stockholm","Sweden","1,8","18192,12","0","7188","0,061178353",354,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","6,5","0","0,046483","4066","0,035329562",460,9999,5,"No"
"No","SMB Small","Vejle","Syddanmark","Denmark","1,8","23058","0","10773,82","0,108885242",253,9999,2,"No"
"No","SMB Small","Haninge","Stockholm","Sweden","1,8","12024","0","6757","0,082943614",235,9999,1,"No"
"No","SMB Small","Oppegård","Akershus","Norway","1,8","17136","0","6278,9","0,145716606",231,9999,1,"No"
"No","SMB Small","Kristiansand","Vest-Agder","Norway","1,8","0","1","287,74","0,20125808",698,9999,1,"No"
"No","Corporate","Stockholm","Stockholm","Sweden","19,9","132932","0,192601","671587,47","0,127280368",11,9999,143,"No"
"No","SMB Small","Mölndal","Västra Götaland","Sweden","1,3","0","0","1999","0,054622311",443,9999,1,"No"
"No","SMB Small","Ekerö","Stockholm","Sweden","1,8","19602","0,147058","1734","0,151072664",168,9999,1,"No"
"No","SMB Small","Tranås","Jönköping","Sweden","30","282600","0,121267","122679,16","0,076302446",111,9999,8,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0,168711","6194","0,132817242",364,9999,1,"No"
"No","SMB Small","Skellefteå","Västerbotten","Sweden","1,8","19602","0,249957","5865","0,111174766",159,9999,1,"No"
"No","SMB Small","Sunne","Värmland","Sweden","13,4","89512","0,012372","19317,6","0,079152172",109,109,2,"Yes"
"No","SMB Small","Svedala","Skåne","Sweden","1,8","16182","0,689289","4435","0,207140924",61,614,4,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0,019469","20289,01","0,131681142",579,9999,2,"No"
"No","SMB Small","Mölndal","Västra Götaland","Sweden","1,3","0","1","1099","0,22343949",455,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","19602","0,059986","29973,6","0,068456575",340,9999,3,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","13,4","120466","0,016615","124169,15","0,06803582",35,9999,10,"No"
"No","SMB Small","Eslöv","Skåne","Sweden","1,8","18666","0,29025","38425,4","0,170837779",186,9999,9,"No"
"No","SMB Small","Sønderborg","Syddanmark","Denmark","13,4","0","0","1302,3","0,107018352",554,9999,1,"No"
"No","SMB Mid","Göteborg","Västra Götaland","Sweden","30","251700","0,205109","237720,22","0,124627598",6,9999,34,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","70785","0,422235","54741,96","0,217796732",353,9999,6,"No"
"No","SMB Small","Helsingborg","Skåne","Sweden","1,8","0","0","185","0,406810811",701,9999,1,"No"
"No","Home","Not Defined","Not Defined","Sweden","1","0","0,044673","5354,4","0,051213955",229,9999,5,"No"
"No","SMB Small","Ulricehamn","Västra Götaland","Sweden","1,8","0","0,075","1400","0,083907143",624,9999,1,"No"
"No","SMB Small","Vellinge","Skåne","Sweden","1,8","0","0,364324","7131","0,153514234",692,9999,2,"No"
"No","SMB Small","Solna","Stockholm","Sweden","30","661800","0,245061","201376,8","0,137658112",22,9999,26,"No"
"No","SMB Small","Lund","Skåne","Sweden","1,8","21114","1,00E-06","8398,01","0,060270231",238,238,2,"Yes"
"No","SMB Small","Värmdö","Stockholm","Sweden","1,8","19602","0,458034","23293","0,152347057",246,916,5,"Yes"
"Yes","SMB Small","Alingsås","Västra Götaland","Sweden","-1","0","0,27214","10671,68","0,176037887",560,9999,2,"No"
"No","SMB Small","Kungsbacka","Halland","Sweden","30","326700","0,368645","13457,37","0,130149502",120,9999,4,"No"
"No","SMB Small","Fræna","Møre og Romsdal","Norway","13,4","46230","0,53834","9447,57","0,248224676",211,9999,3,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","18666","0","3399","0,159626361",181,9999,1,"No"
"Yes","Corporate","Helsinki","Uusimaa","Finland","1500","0","1","619,05","0,758113238",565,9999,1,"No"
"No","SMB Small","Århus","Midtjylland","Denmark","13,4","181436","1","11607,13","0,162899011",362,9999,7,"No"
"No","SMB Small","Sjöbo","Skåne","Sweden","1,8","17424","0","19537","0,06009418",222,712,2,"Yes"
"No","SMB Small","Orkdal","Sør-Trøndelag","Norway","1,8","40104","0","5566,88","0,164519444",294,9999,1,"No"
"No","SMB Mid","Frederikshavn","Nordjylland","Denmark","68","920720","0,301899","82770,13","0,135228735",92,9999,29,"No"
"No","SMB Small","Herning","Midtjylland","Denmark","1,3","0","0,294294","3995,69","0,115094014",571,9999,2,"No"
"No","SMB Small","Mariestad","Västra Götaland","Sweden","1,8","19602","0,342048","2333","0,051144449",71,9999,1,"No"
"No","SMB Small","Fredrikstad","Østfold","Norway","13,4","0","0,304158","6159,71","0,143521367",699,9999,1,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","778,6","0","0,100092","30546,38","0,033886503",410,9999,3,"No"
"No","SMB Small","Lidingö","Stockholm","Sweden","1,3","29432","0","4351,64","0,014916215",329,9999,1,"No"
